document,page,section,text,source_file
Student Handbook August 2026,52,Scholarship,"The unique “VU Experience” is a journey with an aspiration that each and every student of Vidyashilp will grow towards conscientious citizenship and exemplify the attributes of being: 3.1 Self-Aware: The student sojourn is an experience of self-discovery and self- knowledge. Explore one’s intellectual curiosity and humanity; 3.2 Confident: The self-awareness to manifest a developed sense of self-purpose and confidence to pursue one’s goals; 3.3 Empathetic: Being able to respect and appreciate other people; catalyze the free exchange of ideas in an interdependent, diverse community and explore ways to serve in harmony; 3.4 Resourceful: Take responsibility to apply knowledge, scholarship and creative practice to benefit society and the growth of the nation, and as a 3.5 Leader: Serve society with a commitment to the underprivileged and deprived in the community. 4. VU Student Code of Conduct The Code applies to the conduct of students on campus. It also applies to their conduct off-campus and on social media, if the same is likely to have serious consequences or adverse impact on the University's interests or reputation. Further, it applies to conduct when students participate in the University’s programs or activities or such activities where the student represents the University or is deemed to be an ambassador of the University. The conduct applies to students living in residences arranged by the University too. The Code of Conduct has been established to communicate the expectations of proper and professional conduct in line with the values and standards upheld by the founders of the University. It serves as the basis, on which, students should make decisions related to the best interests of themselves, the faculty and other staff in the University, rather than a statement of what to do or should not do while at the University. 4.1 Students are expected to maintain the highest standards of discipline and dignified behavior inside as well as outside the University campus. They shall abide by the rules and regulations of the University and should act in a way that highlights the discipline and esteem of the University. 4.2 Students are expected to maintain integrity and honesty in all their actions; whether in class during lectures, tutorials or practical sessions; while appearing 44",Student_Handbook_August_2026.pdf
Student Handbook August 2026,53,Academic Regulations,"for any form of evaluation or any other co-curricular or extra-curricular activities. 4.3 Students are expected to be trustworthy in their actions when given any responsibility during the conduct of co-curricular or extra-curricular activity by the faculty or other university staff, by acting in a reliable and dependable manner. 4.4 Students are expected to treat others with respect, civility, decency and impartiality. Any act of discrimination (physical or verbal conduct) based on gender, caste, race, religion or religious beliefs, color, region, language, disability, or sexual orientation, marital or family status, physical or mental disability, gender identity, etc. are prohibited under the Code of Conduct. 4.5 Students must comply with the attendance requirement of 80%. On medical grounds or other legitimate reasons, this may be reviewed as per the provisions in the Academic Regulations. 4.6 Students are expected to make use of academic, co-curricular and extracurricular facilities available to the optimum levels. This will enable the all- round development of their personality making them physically fit, academically competent, mentally alert and socially sensitive. 4.7 Students are permitted to use cell phones, laptops and other such gadgets for academic purposes on the University premises. 4.8 Students are expected to `maintain decorum in the academic buildings and refrain from any deviant behavior such as hooting, whistling, loitering etc. 4.9 Students are expected to maintain decorum while posting any pictures, write- ups or notes on social media and refrain from posting anything that could in any way harm the reputation or interest of other students, faculty management or University staff or damage the reputation or the interest of the University. 4.10 Students are prohibited under the Code of Conduct from assaulting, harassing, intimidating, or threatening another individual or group endangering the health or safety of others. 4.11 Students are prohibited under the Code of Conduct from stealing, misusing, destroying, defacing or damaging University property. 4.12 Students are not permitted to arrange any unauthorized celebrations, distribute or display any notices or banners on the campus. 45",Student_Handbook_August_2026.pdf
Student Handbook August 2026,54,Scholarship,"4.13 Students are prohibited under the Code of Conduct from using University facilities, equipment, services or computers without authorization. 4.14 Students are prohibited under the Code of Conduct from forging, altering or misusing any University document or record. 4.15 Students are prohibited under the Code of Conduct from storing, possessing or using real or replica firearms or other weapons, explosives (including fireworks), ammunition, or toxic or otherwise dangerous materials on University premises. 4.16 Students are prohibited under the Code of Conduct from consuming, possessing or distributing drugs, alcohol or any form of tobacco. 5. Failing to comply with this Code of Conduct will lead to and not limited to: a) Written warning or reprimand; b) Payment of costs or compensation for any loss, damage or injury caused by the conduct; c) Issuance of an apology, made publicly or privately; d) Forfeiture of Scholarship, where applicable; e) Restriction or prohibition of access to, or use of, University facilities, services, activities or programs; f) Suspension and or expulsion from the University 46",Student_Handbook_August_2026.pdf
Student Handbook August 2026,55,,Section – V Guidelines on Banning Ragging and Anti-Ragging Measures 47,Student_Handbook_August_2026.pdf
Student Handbook August 2026,56,,48,Student_Handbook_August_2026.pdf
Student Handbook August 2026,57,,"Guidelines on Banning Ragging and Anti Ragging Measures 1. Introduction Pursuant to the directives of the Honourable Supreme Court of India and in accordance with the UGC Regulations, on curbing the Menace of Ragging in Higher Educational Institutions, 2009, the University is committed to ensuring no ragging takes place by instituting stringent anti-ragging measures and provisions for strict punishments to defaulters. Ragging is a cognizable offence and Vidyashilp University will take strict action against offenders. 2. Definition of Ragging The University considers the definition of ragging as per UGC’s “Curbing the menace of Ragging in Higher Educational Institutions (third amendment), Regulations, 2016” which states that: "" Any act of physical or mental abuse (including bullying and exclusion) targeted at another student (fresher or otherwise) on the ground of color, race, religion, caste, ethnicity, gender (including transgender), sexual orientation, appearance, nationality, regional origins, linguistic identity, place of birth, place of residence or economic background.” The University educates the students enrolled in various programs at the beginning of each academic year about the Anti-Ragging Policy and zero tolerance for ragging at the University. Each student, as well as his/her parents/ guardian, are mandatorily required to submit separate undertakings in the form of an affidavit at the time of admission to the effect that they are aware of the prohibition of ragging and the punishment prescribed both under penal laws as well as under these regulations. Anti-ragging hoardings, banners, and billboards are displayed at prominent places on the University campus, including hostels, canteens, messes, cafeterias, buses, playgrounds, lawns, labs, etc. Surprise checks of hostels/canteens/cafeterias/bus stops are carried out regularly. A close and regular liaison is maintained with the local police to guard against the 49",Student_Handbook_August_2026.pdf
Student Handbook August 2026,58,General,"incident of ragging. FIR will be lodged in the police station on all reported ragging cases. Daily briefing of freshers is carried out by counsellors and coordinators. An anti- ragging committee of the students is also formed. In case any student encounters ragging by any of the senior students, he/she is immediately required to contact the members of the anti-ragging committee, who will take immediate corrective action and necessary proceedings will be initiated against the culprits engaged in ragging activities. 3. Prohibition of Ragging 3.1 Ragging within the University Campus including its Institutions / Departments and Hostels is strictly prohibited. 3.2 Ragging in any form is prohibited also in the private lodges/buildings where these University students are staying. 3.3 Ragging in any form is prohibited in Hostel, Mess, Canteen, Cafeteria & Transport (University & Private). 3.4 No person including students/staff/faculty shall participate or abet or propagate ragging in any form 4. Punishment for Ragging 4.1 Lodging FIR against the offender. 4.2 Rigorous Imprisonment for up to 3 years (under the court of law). 4.3 Fine up to Rs. 2, 50,000/-. 4.4 Expulsion from Vidyashilp University and consequent debarring from admission to any other institution. 5. General Instructions 5.1 Anti-Ragging Committees a) University shall form an “Anti-Ragging Committee” headed by the Chairperson, appointed by the Vice Chancellor. It will comprise selected faculty members, parents, students from the fresher’s category as well as seniors and selected non-teaching staff. 50",Student_Handbook_August_2026.pdf
Student Handbook August 2026,59,,"b) This Committee will be fully and totally responsible to ensure that no incidence of ragging as given in this regulation takes place and will also monitor and ensure that the instructions of this regulation are followed fully at all times. c) The Committee will also maintain alert vigil at all times and ensure that the Anti-Ragging Squads of the Institution carry out their functions properly. 5.2 Anti-Ragging Squads a) The Chairperson of Anti Ragging Committee will constitute a number of Anti-Ragging Squads. The number of squads will be based on the number of blocks/floors and the strength of the students so that the Anti-Ragging Measures can be effectively implemented. b) Anti-Ragging Squads will comprise of senior faculty members and responsible representatives of senior students and freshers. Its function will include going around / patrolling the Department and the Campus common areas, maintaining vigil at all times on all days by rotation as decided by Director/Deputy Director/Programme Coordinator and taking action if they notice any incidence of ragging either in their Department, any other Department or on the Campus. c) The Squads will also have the responsibility to investigate incidences of ragging and to report to the Anti-Ragging Committee for immediate action/punishment wherever required. d) Director/Deputy Director/Programme Coordinator will forward the names of Anti-Ragging Committees and Anti-Ragging Squads to the University Anti-Ragging Monitoring Cell. e) On the report of the Anti-ragging Squad or any other person who witnesses the incidence of ragging or on the complaint of any fresher student, immediate action will be taken by the Anti-Ragging Committee to decide appropriate punishment from the list of punishments in the Regulation and award it with intimation to the University Administration. 51",Student_Handbook_August_2026.pdf
Student Handbook August 2026,60,,"6. Action Procedure 6.1 Anti-Ragging Squads will immediately report any incidence of ragging or abetment of ragging noticed by them to the Anti-Ragging Committee of each Department. 6.2 Faculty in charge of the Anti-Ragging Committee will take immediate action as per the situation which may include: a) Immediate suspension of involved students b) Sending reinforcements or any medical help if required. c) Forward the main gist/report of the incident to the Anti-Ragging Committee. 6.3 The Anti-Ragging Committee of the concerned Department will examine the report and recommend appropriate punishment with intimation to the University Administration. 7. Anti-Ragging affidavit To ensure a safe and conducive learning environment for all students at Vidyashilp University, it is mandatory for every student to fill the Anti-Ragging affidavit. Steps to fill the Anti Ragging Affidavit in UGC 7.1: Visit the website: https://www.antiragging.in/ 7.2: Navigate to the “Forsm’ tab and select ‘Register for Undertaking’ 7.3: Under the “ Education Institution Type’, Choose ‘ University’ 7.4: Fill in your personal details and provide the necessary information for your Parent’s / Guardia’s details. 7.5: Select ‘State’ as ‘ Karnataka’ an ‘Vidyashilp University(U-1197) as the University Name. 7.6: Please refer to the following table for details regarding the University University Code U-1197 University Name Vidyashilp University UniversityDirector’s Name Dr P.G. Babu University Phone Number 8951792369 Details of the Course Under Graduate Degree Name of the Course (Mention your Program) Number of Students in your class (Mention the number of students in your batch) Current Year of Study (Mention Your current year) Nearest Police Station Chapparkallu Police Station  52",Student_Handbook_August_2026.pdf
Student Handbook August 2026,61,Registration,"After submitting the form, you are required to download two forms:‘ Undertaking/Affidavit by the student’ and ‘ Undertaking/ Affidavit by the parent’. Please save copies of these forms for uploading on the student registration platform at a later stag. Additionall, kindly ensure that you submit the duly signed (Student and Parents) hard copies of these forms to the office of Registrar during course registration at the campu 53",Student_Handbook_August_2026.pdf
Student Handbook August 2026,62,,54,Student_Handbook_August_2026.pdf
Student Handbook August 2026,63,,Section – VI Guidelines on Prevention of Sexual Harassment 55,Student_Handbook_August_2026.pdf
Student Handbook August 2026,64,,56,Student_Handbook_August_2026.pdf
Student Handbook August 2026,65,,"Guidelines on Prevention of Sexual Harassment 1. Introduction The Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013 (""POSH Act"") was enacted as a comprehensive legislation to provide a safe, secure and enabling environment, free from sexual harassment to every woman. This statute was enacted to fill the legislative void which had been partially addressed by the judiciary in Vishaka and Others v. State of Rajasthan and Others (1997 (7) SCC 323). In this seminal public interest litigation verdict, the Supreme Court of India had framed a set of guidelines (""Vishaka Guidelines"") for dealing with instances of sexual harassment at the workplace, which has now been codified in the POSH Act. The Supreme Court of India held that sexual harassment of women is a violation of the fundamental right of women to work in a safe environment. The Supreme Court has defined ‘sexual harassment’ to include: 1.1 ""An unwanted conduct with sexual undertones if it occurs or which is persistent and which demeans, humiliates or creates a hostile and intimidating environment or is calculated to induce submission by actual or threatened adverse consequences and includes any one or more or all of the following unwelcome acts or behavior (whether directly or by implication), namely; - a) any unwelcome physical, verbal or non-verbal conduct of sexual nature; b) demand or request for sexual favours; c) making sexually colored remarks d) physical contact and advances; or e) showing pornography 1.2 any one (or more than one or all) of the following circumstances, if it occurs or is present in relation or connected with any behavior that has explicit or implicit sexual undertones- a) implied or explicit promise of preferential treatment as quid pro quo for sexual favors; b) implied or explicit threat of detrimental treatment in the conduct of work; c) implied or explicit threat about the present or future status of the person concerned; d) creating an intimidating offensive or hostile learning environment; 57",Student_Handbook_August_2026.pdf
Student Handbook August 2026,66,,"e) humiliating treatment likely to affect the health, safety dignity or physical integrity of the person concerned; As a follow-up to the POSH Act, the University Grants Commission (UGC) – the apex body for all higher education institutions - has come up with a regulation titled University Grants Commission (Prevention, prohibition and redressal of sexual harassment of women employees and students in higher educational institutions) Regulations, 2015. These regulations apply to all higher education institutions in India. The provisions of the regulation are being adhered to by Vidyashilp University. 2. Responsibility of the University VU commits to a zero-tolerance policy against sexual harassment. The management reinforces that it will create a campus free from discrimination, harassment, retaliation or sexual assault at all levels. VU will ensure compliance with all provisions of the regulation and make the following efforts toward the same: a) Constitute an Internal Complaints Committee to proactively curb all forms of harassment of employees and students. b) Publicly notify the provisions against sexual harassment and ensure their wide dissemination in the prospectus, notice boards as well as the website, the penalty and consequences of sexual harassment. c) Organise training programmes/ workshops for the officers, functionaries, faculty and students, as indicated in the SAKSHAM Report (Measures for Ensuring the Safety of Women and Programmes for Gender Sensitization on Campuses) of the UGC, to sensitize them and ensure knowledge and awareness of the rights, entitlements and responsibilities enshrined in the Act and under these regulations. These include sessions to create awareness about what constitutes sexual harassment including hostile environment harassment and quid pro quo harassment d) Act decisively against all gender-based violence perpetrated against employees and students of all sexes. e) Bring to book those guilty of sexual harassment against its employees and students. f) Monitor the timely submission of reports by the ICC as well as prepare an annual status report with details on the number of cases filed and their disposal and submit the same to the Commission. 3. Constitution of ICC VU has established an Internal Complaints Committee to prevent, prohibit and redress and issues of sexual harassment. The ICC constitutes a lady presiding officer who is a senior teaching faculty member, 2 other teaching faculty members, 2 members from the non- 58",Student_Handbook_August_2026.pdf
Student Handbook August 2026,67,Attendance,"teaching, 3 students and an external member who works for an association that is committed to the cause of women. 4. Role of ICC a) provide assistance if an employee or a student chooses to file a complaint with the police; b) provide mechanisms or dispute redressal and dialogue to address issues through a just and fair conciliation without undermining the complainant's rights, and minimize the need for purely punitive approaches that lead to further resentment, alienation or violence ; c) protect the safety of the complainant by not divulging the person's identity, and provide the mandatory relief by way of sanctioned leave or relaxation or attendance requirement or transfer to another department or supervisor as required during the pendency of the complaint, or also provide for the transfer of the offender; d) ensure that victims or witnesses are not victimized or discriminated against while dealing with complaints of sexual harassment; and e) ensure the prohibition of retaliation or adverse action against a covered individual because the employee or the student is engaged in protected activity. 5. How to lodge a complaint? An aggrieved person is required to submit a written complaint to the ICC within three months from the date of the incident and in case of a series of incidents within a period of three months from the date of the last incident. The Presiding Officer or any Member of the ICC shall render all reasonable assistance to the person for making the complaint in writing. 6. Process and timeline of conducting an inquiry a) The ICC shall, upon receipt of the complaint, send one copy of the complaint to the respondent within a period of seven days of such receipt. b) Upon receipt of the copy of the complaint, the respondent shall file his or her reply to the complaint along with the list of documents, and names and addresses of witnesses within a period of ten days. c) The inquiry has to be completed within a period of ninety days from the receipt of the complaint. The inquiry report, with recommendations, if any, has to be submitted within ten days from the completion of the inquiry to the Vice Chancellor of VU. Copy of the findings or recommendations shall also be served on both parties to the complaint. 59",Student_Handbook_August_2026.pdf
Student Handbook August 2026,68,Scholarship,"d) The Vice Chancellor shall act on the recommendations of the committee within a period of thirty days from the receipt of the inquiry report unless an appeal against the findings is filed within that time by either party. e) An appeal against the findings or /recommendations of the ICC may be filed by either party before the Vice Chancellor within a period of thirty days from the date of the recommendations. f) The aggrieved party may seek conciliation in order to settle the matter. No monetary settlement should be made as a basis of conciliation. The conciliation process shall be facilitated through the ICC g) The identities of the aggrieved party or victim or the witness or the offender shall not be made public or kept in the public domain, especially during the process of the inquiry. 7. Action against offenders a) Anyone found guilty of sexual harassment shall be punished in accordance with the service rules of VU if the offender is an employee. b) Where the respondent is a student, depending upon the severity of the offence VU may i) withhold privileges of the student such as access to the library, auditoria, halls of residence, transportation, scholarships, allowances, and identity card; ii) suspend or restrict entry into the campus for a specific period; iii) expel and strike off the name from the rolls of VU, including denial of readmission, if the offence so warrants; iv) award reformative punishments like mandatory counselling and, or, the performance of community services. 8. Action Against False or frivolous Complaints To ensure that the provisions for the protection of employees and students from sexual harassment do not get misused, provisions against false or malicious complaints have to be made. If the ICC concludes that the allegations made were false, malicious or the complaint was made knowing it to be untrue, or forged or misleading information has been provided during the inquiry, the complainant shall be liable to be punished. 60",Student_Handbook_August_2026.pdf
Student Handbook August 2026,69,,Section – VII Ombudsperson 61,Student_Handbook_August_2026.pdf
Student Handbook August 2026,70,,62,Student_Handbook_August_2026.pdf
Student Handbook August 2026,71,,"Ombudsperson The Ombudsperson at Vidyashilp University will take on the onus of making recommendations to students, faculty, staff, and the University leadership on matters that are referenced to his office. In addition to counselling complainants, the Ombudsperson will also advise them on resolving their issues through means within and outside the University. He will provide confidential counsel and guidance to the Vidyashilp community members as an external person with no conflict of interest. Members of the Vidyashilp community are encouraged to connect with the Ombudsperson if an issue has not been satisfactorily resolved through the University's existing processes. The Ombudsperson's primary responsibility is to promote the well-being of students, faculty, and staff. This includes offering a confidential and secure environment for individuals to voice their concerns related to harassment, inappropriate behavior, unprofessional conduct, abuse of power, termination of service, and restrictions on freedom of expression according to university policies. The Ombudsperson will guide both members of the University community and the institution in resolving such disputes. Form for Appeal to Ombudsperson is available in the University’s Website Please complete this form and submit a signed copy through email to ombudsperson@vidyashilp.edu.in 63",Student_Handbook_August_2026.pdf
Student Handbook August 2026,72,,64,Student_Handbook_August_2026.pdf
Student Handbook August 2026,73,,Section – VIII DRESS CODE 65,Student_Handbook_August_2026.pdf
Student Handbook August 2026,74,,66,Student_Handbook_August_2026.pdf
Student Handbook August 2026,75,General,"VU STUDENT CODE FOR HIGHER LEARNING, PERSONAL EXCELLENCE AND PROFESSIONALISM VU aims to maintain an environment conducive to academic growth, higher learning, and professional relationships. VU expects its students to maintain and uphold the highest standards of integrity and honesty at all times and embrace community standards, diversity, inclusivity and mutual respect for one another, both within the University and the community. The University strives for a professional environment free of safety risks, offensive behaviour, and harassment of any kind. In furtherance to the above, the VU Student Code of Conduct, the Policy Against Sexual Harassment, and giving due respect to the allied laws, the VU Student Code for Higher Learning, Personal Excellence and Professionalism. provide the students with an overview of the attire of the University. The Code is a benefit and intends to help and route the manner of student attire in the University and in its activities based on common sense and good judgment of the environment they are in, guided by a professional attitude toward others in the University, its visitors, and the public. The following provides the students with a general overview of the VU Student Code for Higher Learning, Personal Excellence and Professionalism of the University: 1. Value and credit for Higher Learning and Professional Presentation: The University believes that students are free to express their individuality through their appearance and that it paves the way for them to unearth themselves. However, the University discourages such expressions that would disrupt the possibilities of higher learning and professionalism. 2. Smart Casual Attire: Students are encouraged to choose attire that reflects professionalism and respect for the learning environment. The environment is professional; therefore, the attire, even if comfortable, must adhere to the business/smart casual policy. The following classifications provide a clear student image: Do wear: Ɣ Business or Casual shirts (collared, button down, short or long-sleeved shirts) or sleeveless shirts or blouses, if business appropriate or suitable for the professional environment. Ɣ Ethnic dresses, if business appropriate or suitable for the professional environment. Ɣ Blazers, sweaters, cardigans, turtlenecks, stoles, scarves and hats/caps are used for comfort according to the climate. Ɣ Casual bottoms, khakis, dress pants, pants or slacks, skirts, and other bottom wear should be business-appropriate or suitable for the professional environment. Ɣ Suits, sports coats, and ties are optional, provided they are suitable for the professional environment. Ɣ Dress shoes, including high or open-toed heels, walking shoes, and sneakers, should be business-appropriate or suitable for the professional environment. Do wear (with restrictions): Ɣ Polo t-shirts or other t-shirts (without - holes, profanity, alcohol or drug references, or inappropriate or offensive slogans or images). Ɣ Jeans (not excessively worn, ripped, frayed, torn, holes, etc.). 3. Hygiene, Grooming and Appearance: Students are encouraged to maintain good personal hygiene standards, where their overall appearance reflects the standards of professionalism and respect expected at VU. Ɣ Students must practice general personal hygiene standards. Ɣ Students must always appear well groomed, including styling their hair and facial hair. Ɣ Use deodorants, perfumes or colognes to maintain a comfortable environment for all. Ɣ Students must ensure that their clothes are clean and neat. Ɣ Students must ensure that what they wear is suitable for the activities of the day, that they feel comfortable and safe in them, and that they are not unsuitable for an environment of learning. 67",Student_Handbook_August_2026.pdf
Student Handbook August 2026,76,,"4. Representations of the University Externally: Students are expected to uphold the University’s reputation, reflecting professionalism and respect, when representing the University outside the campus. Towards this, students participating in external competitions/events/fests representing the University must ensure that they follow good personal hygiene standards, a formal dress code or smart casuals appropriate for a professional environment. 5. Internships: Students interning at institutions outside the University or Virtually (online), irrespective of whether the University arranges the internship opportunity or otherwise, must ensure they follow good personal hygiene standards, a formal dress code or smart casuals appropriate for a professional environment. 6. Interviews: Students appearing before external interview panels (outside or virtually (online)) must ensure they follow good personal hygiene standards, a formal dress code or smart casuals appropriate for a professional environment. 7. Formal Gatherings at the University: Students are expected to follow a formal dress code or smart casuals that reflect the seriousness and importance of the occasion at all Academic Events, presentations, and formal gatherings organised by the University. 8. Informal Events: For all the informal events organised by the University for the Students within the University premises, the Office of Student Affairs will release a “Dress-Down” if necessary. 9. Compliance and Enforcement: All students of the University must adhere to the VU Student Code for Higher Learning, Personal Excellence and Professionalism. Any violation of the above prescribed Code may result in the student being required to leave the campus by any faculty/ staff/office bearers of the University. While doing so, the student will be directed to return to the University in attires that are business-appropriate or suitable for the professional environment or adequately groomed, as the case may be. 68",Student_Handbook_August_2026.pdf
Student Handbook August 2026,77,,Section – IX MALPRACTICE IN EXAMINATION HALL 69,Student_Handbook_August_2026.pdf
Student Handbook August 2026,78,,70,Student_Handbook_August_2026.pdf
Student Handbook August 2026,79,,"Vidyashilp University believe in creating the ethos of learning centric, fair and transparent evaluation. Student are expected to adopt this ethos and help in building this culture in the University. However, Vidyashilp University has zero tolerance towards any type of following activities which are considered as malpractice. Possession or accessibility of materials such as paper, notebooks, programmable calculators, etc., related to the examination subject but Case 1 not utilized during the exam, including any marks on the candidate's body that could aid in the exam. The student tries to give or receive assistance during the examination Case 2 orally or by any use of body language but is unsuccessful and has been noticed by the invigilator for the first time. Possession or accessibility of cell phones, smartwatches, computers, Case 3 etc., during the examination. Gives assistance or receives it orally or by any other body language Case 4 methods from any other candidate inside or outside the examination hall. Communicates through cell phones with any candidate or other persons Case 5 in or outside the exam hall in respect of any matter. Has copied in the examination hall from any paper, book, programmable calculators, palm computers, smartwatch, Mobile phone or any other Case 6 form of material relevant to the subject of the examination (theory or practical) in which the candidate is appearing. Case 7 Impersonates any other candidate in connection with the examination. Smuggles in the Answer book or additional sheet or takes out or arranges Case 8 to send out the question paper during the examination or answer book or additional sheet, during or after the examination. Uses objectionable, abusive or offensive language in the answer paper or Case 9 in letters to the examiners or writes to the examiner requesting him to award pass marks. Refuses to obey the orders of the Registrar Evaluation / Dy Registrar Case 10 Evaluation/ Invigilator /any officer on duty or misbehaves The student creates disturbance of any kind in and around the examination hall, for e.g. organizes a walk out or instigates others to Case 11 walk out of the examination hall; vandalises and destroys objects inside or outside the examination hall. The student threatens the Registrar of Evaluation or any person on duty in or outside the examination hall of any injury to his person or to any of his relations whether by words, either spoken or written or by signs Case 12 or by visible representation, verbal ally or physically assaults the Registrar of Evaluation or any person on duty in or outside the examination hall or any of his relations, Case 13 Leaves the exam hall taking away answer script or intentionally tears of 71",Student_Handbook_August_2026.pdf
Student Handbook August 2026,80,,"the script or any part thereof inside or outside the examination hall. Possess any lethal or non-lethal weapons or firearms in the examination Case 14 hall. If student of the University, who is not a candidate for the particular Case 15 examination or any person not connected with the University indulges in any malpractice or improper conduct. Found with the influence of alcohol or any narcotic elements the Case 16 examination hall. Copying detected on the basis of internal evidence, such as, during Case 17 evaluation or during special scrutiny. Mass malpractice that involves more than one student in an act Case 18 suggestive of a collectively pre-planned malpractice.  If any students involved in any form of malpractice shall 1: Be stopped from writing the respective examination. 2: Appear before the Malpractice Enquiry Committee formed by the Vice Chancellor Vice Chancellor shall form the Malpractice Enquiry Committee to investigate the malpractice cases under the supervision of the Registrar. Malpractice Enquiry Committee may recommend to award F Grade for the respective course or debar for a semester or debar for a year or rusticate from the University based on the intensity of the malpractice action by the student If any malpractice is detected which is not covered in the above clauses 1 to 18, Vice Chancellor shall decide appropriate action based on the recommendation of Malpractice Committee and Registrar. If any malpractice is detected which is not covered in the above clauses 1 to 18, Vice Chancellor shall decide appropriate action based on the recommendation of Malpractice Committee and Registrar. 72",Student_Handbook_August_2026.pdf
Student Handbook August 2026,81,,Section – X KNOWLEDGE RESOURCE CENTRE (KRC) 73,Student_Handbook_August_2026.pdf
Student Handbook August 2026,82,,74,Student_Handbook_August_2026.pdf
Student Handbook August 2026,83,General,"Vidyashilp University Library-KRC offers a wide range of resources, including print and e- books, journals and e-journals, magazines and e-magazines, newspapers and e-newspapers, as well as audio-visual materials. It provides access to top-notch e-resources through subscriptions to online databases for full-text articles from the national and international journals and magazines. General Guidelines x KRC users are expected to maintain silence at all times in the KRC. Group discussions are strictly not allowed inside the KRC. x While entering the KRC, all are required to enter his/her name in the Register indicating entry and exit timings with signature. x Personal items (e.g., books, mobile phone, folders, files, blazers, jerkins, overcoats, etc.) are not allowed in the KRC and should be kept at the belongings’ counter at the KRC entrance. The KRC is not responsible for any loss / damage of your articles. x Vidyashilp University faculty, staff, and students are eligible to become members of the KRC. x Students are required to display their University ID cards while entering the KRC and at any time when requested by the KRC staff. x Books or journals removed from the shelves should not be replaced but should be left on the table. x Users should not mark, underline, or write in the KRC books, periodicals, and newspapers. x Computers kept in the Digital KRC Section are only meant for academic research / study purposes. x All KRC users are requested to read the emails/noticeboard for latest updates. x Talking over the Cell-phone is strictly prohibited inside the KRC. However, if any one wish to carry the phone with him/her, must be kept in silent mode. Violating this norm is viewed seriously. x Eatables and beverages are strictly not allowed inside the KRC. x Students are requested to maintain the university dress code in the KRC. x At the end of every semester, students should clear all KRC dues, if any. x All students are required to strictly adhere to the above guidelines and cooperate with the KRC staff for the smooth and efficient functioning of the KRC. 75",Student_Handbook_August_2026.pdf
Student Handbook August 2026,84,,76,Student_Handbook_August_2026.pdf
Student Handbook August 2026,85,,Section – XI SPORTS POLICY 77,Student_Handbook_August_2026.pdf
Student Handbook August 2026,86,,78,Student_Handbook_August_2026.pdf
Student Handbook August 2026,87,,"Sports policy is crucial for fostering physical health, social cohesion, and economic growth within a society. By promoting regular physical activity, it helps combat lifestyle-related diseases and enhances mental well-being. It encourages inclusivity and social integration, ensuring equal access to sports for all, while instilling values like teamwork and discipline among youth. Economically, sports policy generates jobs, boosts local economies through sports tourism, and stimulates infrastructure investment. It also enhances national pride by supporting elite athletes and fostering success on the international stage. Ensuring fairness and safety in sports, it promotes lifelong participation, contributing to overall life quality and community well-being.  1. Objectives: භ Enhance Physical Health: One of the main goals is to encourage everyone in the university community to engage in regular physical activity. By doing so, we aim to improve the overall health and well-being of all students, faculty, and staff. Regular exercise can lead to better physical fitness, increased energy levels, and improved mental health. භ Boost Participation: Another important objective is to increase the number of people participating in sports and recreational activities. We want to create more opportunities for everyone to get involved, whether they are beginners or experienced athletes. By boosting participation, we hope to create a more active and engaged university community. භ Skill Development: We aim to provide various opportunities for students to develop and refine their sports skills. This includes offering training programs, workshops, and coaching sessions. By helping students improve their abilities, we support their personal growth and enhance their enjoyment of sports and physical activities. භ Promote Team Spirit: Fostering a sense of teamwork, fair play, and sportsmanship is a key focus. We want to create an environment where everyone values cooperation and respect. Through team sports and group activities, participants can learn the importance of working together, supporting each other, and competing with integrity. භ Support Elite Athletes: For those students who excel in their sports, we are committed to providing the necessary resources and support to help them achieve their best. This includes access to high-quality training facilities, professional coaching, and other resources that can aid in their athletic development. By supporting elite athletes, we help them reach their full potential and represent the university with pride. 2. Scope This policy is comprehensive and applies to every individual who is part of the Vidyashilp University community, which includes students, faculty, and staff members. It encompasses all sports and recreational activities that are organized, sponsored, or endorsed by the university. This broad scope includes a variety of activities, ranging from intramural competitions, where members of the university compete against each other, to intercollegiate contests, which involve competition with other educational institutions. Additionally, the policy covers fitness programs designed to promote health and well-being among participants, 79",Student_Handbook_August_2026.pdf
